epoch,optimizer,lr,train_total,train_pde,train_dpde,train_greek_delta,train_greek_gamma,train_greek_vega,train_term,train_low,train_right,train_v_zero,train_no_arbitrage,train_curvature_bulk,val_total,val_pde,val_dpde,val_greek_delta,val_greek_gamma,val_greek_vega,val_term,val_low,val_right,val_v_zero,val_no_arbitrage,val_curvature_bulk,val_evaluated,dynamic_refresh,dynamic_refresh_count,loss_log_var_pde,loss_log_var_clamped_pde,loss_weight_pde
128,adam,5e-05,-0.010042045905720443,-0.010047634190414101,0.0,0.0,0.0,0.0,2.8624354371231675e-06,8.089634775387822e-07,0.0,0.0,1.9171846687981997e-06,0.0,-0.010045032948255539,-0.01007657591253519,0.0,0.0,0.0,0.0,5.261551905277884e-06,2.2559302124136593e-06,0.0,0.0,2.4025675884331577e-05,0.0,1,0,0,-0.010199801996350288,-0.010199801996350288,1.0102519972863326
129,adam,5e-05,-0.010119833750650287,-0.010125838976819068,0.0,0.0,0.0,0.0,2.8287067124210807e-06,1.1988876114088498e-06,0.0,0.0,1.9775714612535467e-06,0.0,-0.010122520849108696,-0.01015512552112341,0.0,0.0,0.0,0.0,5.116734428156633e-06,4.4072294258512557e-07,0.0,0.0,2.70472519332543e-05,0.0,1,0,0,-0.01027924008667469,-0.01027924008667469,1.01033225296338
130,adam,5e-05,-0.010196117334999144,-0.010203768266364932,0.0,0.0,0.0,0.0,3.274170381928343e-06,2.4083420004927802e-06,0.0,0.0,1.9684740450998106e-06,0.0,-0.010197979398071766,-0.010231361724436283,0.0,0.0,0.0,0.0,4.342030933912611e-06,2.758363564225874e-07,0.0,0.0,2.87644852505764e-05,0.0,1,0,0,-0.010358678176999092,-0.010358678176999092,1.0104125150160386
131,adam,5e-05,-0.010274632018990815,-0.010281331138685346,0.0,0.0,0.0,0.0,2.934308447777312e-06,1.785450136182476e-06,0.0,0.0,1.9795618726448083e-06,0.0,-0.010279567912220955,-0.010310870595276356,0.0,0.0,0.0,0.0,5.102646809973521e-06,5.069069857199793e-07,0.0,0.0,2.5693243514979258e-05,0.0,1,0,0,-0.010438116267323494,-0.010438116267323494,1.0104927834448145
132,adam,5e-05,-0.010353229998145252,-0.01035933184903115,0.0,0.0,0.0,0.0,2.8148871109578977e-06,1.302157548010996e-06,0.0,0.0,1.984801109244927e-06,0.0,-0.010355488397181034,-0.010387844406068325,0.0,0.0,0.0,0.0,4.524030828179093e-06,7.226682896543934e-07,0.0,0.0,2.710936314542778e-05,0.0,1,0,0,-0.010517554357647896,-0.010517554357647896,1.0105730582502144
133,adam,5e-05,-0.010432046954520047,-0.010436935815960169,0.0,0.0,0.0,0.0,2.5121746318745863e-06,5.369189626236448e-07,0.0,0.0,1.8397139811554553e-06,0.0,-0.010438090190291405,-0.010466037318110466,0.0,0.0,0.0,0.0,4.6578870751545765e-06,2.8251329808881565e-07,0.0,0.0,2.3007552954368293e-05,0.0,1,0,0,-0.010596992447972298,-0.010596992447972298,1.0106533394327446
134,adam,5e-05,-0.010507605213206261,-0.01051465142518282,0.0,0.0,0.0,0.0,3.0571156344194605e-06,1.8430630035481954e-06,0.0,0.0,2.1460986729948672e-06,0.0,-0.010507441125810146,-0.010541647672653198,0.0,0.0,0.0,0.0,4.5824544940842316e-06,5.876750606148562e-07,0.0,0.0,2.9036664273007773e-05,0.0,1,0,0,-0.010676420293748379,-0.010676420293748379,1.0107336166384029
135,adam,5e-05,-0.010586375661659986,-0.010592188220471144,0.0,0.0,0.0,0.0,2.9491473725329342e-06,9.821373989638005e-07,0.0,0.0,1.881543049364609e-06,0.0,-0.010592682287096977,-0.01062158215790987,0.0,0.0,0.0,0.0,5.582713583862642e-06,6.317438305813994e-07,0.0,0.0,2.2686042939312756e-05,0.0,1,0,0,-0.010755843482911587,-0.010755843482911587,1.0108138955135906
136,adam,5e-05,-0.010664966248441488,-0.010670364485122263,0.0,0.0,0.0,0.0,3.090164611307955e-06,5.401693528028773e-07,0.0,0.0,1.767916216977028e-06,0.0,-0.010661248117685318,-0.010698347352445126,0.0,0.0,0.0,0.0,5.211352799960878e-06,1.0024849643741618e-06,0.0,0.0,3.08855451294221e-05,0.0,1,0,0,-0.010835266672074795,-0.010835266672074795,1.010894180765036
137,adam,5e-05,-0.010742308921180665,-0.010747834632638842,0.0,0.0,0.0,0.0,2.8799485960462334e-06,6.708470081662199e-07,0.0,0.0,1.9750834638898596e-06,0.0,-0.010745068080723286,-0.010778004303574562,0.0,0.0,0.0,0.0,4.666272616304923e-06,2.537753516662633e-06,0.0,0.0,2.5732004360179417e-05,0.0,1,0,0,-0.010914689861238003,-0.010914689861238003,1.0109744723932452
138,adam,5e-05,-0.010818401351571083,-0.01082547684200108,0.0,0.0,0.0,0.0,2.8767769748583305e-06,2.1333292998804154e-06,0.0,0.0,2.0652383838637434e-06,0.0,-0.01082424633204937,-0.010854527354240417,0.0,0.0,0.0,0.0,4.4019311644660775e-06,5.85507052619505e-07,0.0,0.0,2.5292421923950315e-05,0.0,1,0,0,-0.01099411305040121,-0.01099411305040121,1.011054770398725
139,adam,5e-05,-0.010897602245677263,-0.010902969166636467,0.0,0.0,0.0,0.0,2.818639131874079e-06,5.365587565364649e-07,0.0,0.0,2.011899638887371e-06,0.0,-0.010900436900556087,-0.010931340046226978,0.0,0.0,0.0,0.0,4.589330728776986e-06,5.454915594782506e-07,0.0,0.0,2.5768214982235804e-05,0.0,1,0,0,-0.011073536239564419,-0.011073536239564419,1.0111350747819816
140,adam,5e-05,-0.010975475772283971,-0.01098089397419244,0.0,0.0,0.0,0.0,2.8707122652349426e-06,6.683020732367595e-07,0.0,0.0,1.879115984593227e-06,0.0,-0.010977615602314472,-0.011010654270648956,0.0,0.0,0.0,0.0,5.799075097456807e-06,2.9835473469574936e-06,0.0,0.0,2.425518505333457e-05,0.0,1,0,0,-0.011152949184179306,-0.011152949184179306,1.011215375184077
141,adam,5e-05,-0.011049327906221151,-0.011058505449909717,0.0,0.0,0.0,0.0,4.159397754222027e-06,3.007863691451007e-06,0.0,0.0,2.0102720412751296e-06,0.0,-0.011055276729166508,-0.011087093502283096,0.0,0.0,0.0,0.0,5.920113380852854e-06,4.040042540509603e-07,0.0,0.0,2.5492376153124496e-05,0.0,1,0,0,-0.01123235747218132,-0.01123235747218132,1.0112956772541044
142,adam,5e-05,-0.011127571458928287,-0.011136082175653428,0.0,0.0,0.0,0.0,3.4084809357182166e-06,3.1959377402301925e-06,0.0,0.0,1.9064994702944205e-06,0.0,-0.011135006323456764,-0.011163624934852123,0.0,0.0,0.0,0.0,4.95901940666954e-06,2.871450988095603e-07,0.0,0.0,2.337261503271293e-05,0.0,1,0,0,-0.011311765760183334,-0.011311765760183334,1.011375985701035
143,adam,5e-05,-0.011209378310013562,-0.0112141904537566,0.0,0.0,0.0,0.0,2.6037031375381048e-06,5.442625727880568e-07,0.0,0.0,1.6643395426285679e-06,0.0,-0.011210792697966099,-0.011243024840950966,0.0,0.0,0.0,0.0,4.025721409561811e-06,4.473373564906069e-07,0.0,0.0,2.7759380827774294e-05,0.0,1,0,0,-0.011391174048185349,-0.011391174048185349,1.011456300525375
144,adam,5e-05,-0.011286486289463937,-0.011291683185845613,0.0,0.0,0.0,0.0,2.477499478459322e-06,8.391081092185004e-07,0.0,0.0,1.8804525865334654e-06,0.0,-0.011286941356956959,-0.011319330893456936,0.0,0.0,0.0,0.0,4.545629508356797e-06,1.880236595752649e-06,0.0,0.0,2.5963183361454867e-05,0.0,1,0,0,-0.011470582336187363,-0.011470582336187363,1.0115366217276307
145,adam,5e-05,-0.011363456607796252,-0.011368921666871756,0.0,0.0,0.0,0.0,2.5827885181683996e-06,8.968180420509952e-07,0.0,0.0,1.985236082191477e-06,0.0,-0.011364934034645557,-0.011395147070288658,0.0,0.0,0.0,0.0,5.343805241864175e-06,8.092838470474817e-07,0.0,0.0,2.4059867428150028e-05,0.0,1,0,0,-0.011549990624189377,-0.011549990624189377,1.0116169493083091
146,adam,5e-05,-0.011440137692261487,-0.011445927724707872,0.0,0.0,0.0,0.0,2.9769889664521543e-06,9.335079660388601e-07,0.0,0.0,1.8795213705402602e-06,0.0,-0.011445208452641964,-0.011473859660327435,0.0,0.0,0.0,0.0,4.2583005779306404e-06,3.668944259516138e-07,0.0,0.0,2.4026081518968567e-05,0.0,1,0,0,-0.011629394255578518,-0.011629394255578518,1.011697278556834
147,adam,5e-05,-0.011518961458932608,-0.011523958761245012,0.0,0.0,0.0,0.0,2.616357363649513e-06,6.779257031297448e-07,0.0,0.0,1.7031479693230267e-06,0.0,-0.01152085978537798,-0.011553741060197353,0.0,0.0,0.0,0.0,5.675104603142245e-06,6.452335696849332e-07,0.0,0.0,2.6560086553217843e-05,0.0,1,0,0,-0.011708787642419338,-0.011708787642419338,1.0117776038188413
148,adam,5e-05,-0.011596417520195246,-0.011601804522797465,0.0,0.0,0.0,0.0,2.8336304964682313e-06,5.873150517032855e-07,0.0,0.0,1.96614321623656e-06,0.0,-0.011593233793973923,-0.011627675965428352,0.0,0.0,0.0,0.0,4.835080289922189e-06,9.569570238454617e-07,0.0,0.0,2.8649286832660437e-05,0.0,1,0,0,-0.011788181029260159,-0.011788181029260159,1.0118579354583963
149,adam,5e-05,-0.011673271714244038,-0.01167893735691905,0.0,0.0,0.0,0.0,2.7799161870234457e-06,9.603805626312578e-07,0.0,0.0,1.9253308920497147e-06,0.0,-0.01168142631649971,-0.011708901263773441,0.0,0.0,0.0,0.0,4.373190222395351e-06,1.0719679721660214e-06,0.0,0.0,2.2029054889571853e-05,0.0,1,0,0,-0.011867574416100979,-0.011867574416100979,1.0119382734760056
150,adam,5e-05,-0.011749983532354236,-0.01175672304816544,0.0,0.0,0.0,0.0,3.018395659637463e-06,1.9087233589232255e-06,0.0,0.0,1.8124561904642178e-06,0.0,-0.011761709116399288,-0.011785381473600864,0.0,0.0,0.0,0.0,4.691255526267923e-06,7.925387990326271e-07,0.0,0.0,1.8188427929999307e-05,0.0,1,0,0,-0.0119469678029418,-0.0119469678029418,1.0120186178721755
151,adam,5e-05,-0.01182809000601992,-0.011833825206849724,0.0,0.0,0.0,0.0,2.8693311548977363e-06,8.798952091382262e-07,0.0,0.0,1.986176727086786e-06,0.0,-0.011829279363155365,-0.011861828155815601,0.0,0.0,0.0,0.0,4.308488769311225e-06,2.654623756370711e-07,0.0,0.0,2.7975278499070555e-05,0.0,1,0,0,-0.01202636118978262,-0.01202636118978262,1.0120989686474122
152,adam,5e-05,-0.011905949388165027,-0.011911680165212601,0.0,0.0,0.0,0.0,3.159422305998305e-06,8.366761843348058e-07,0.0,0.0,1.7346768750314823e-06,0.0,-0.011904530227184296,-0.011939791031181812,0.0,0.0,0.0,0.0,4.925116172671551e-06,1.9740832613024395e-07,0.0,0.0,3.013844798260834e-05,0.0,1,0,0,-0.01210575457662344,-0.01210575457662344,1.0121793258022223
153,adam,5e-05,-0.011982677853666246,-0.01198915671557188,0.0,0.0,0.0,0.0,3.596382114778862e-06,9.693738922678108e-07,0.0,0.0,1.9129560584474348e-06,0.0,-0.011980142444372177,-0.012016234919428825,0.0,0.0,0.0,0.0,6.195408786879852e-06,4.731134879421006e-07,0.0,0.0,2.942411992989946e-05,0.0,1,0,0,-0.012185139581561089,-0.012185139581561089,1.0122596808524498
154,adam,5e-05,-0.012060567270964384,-0.012066601950209588,0.0,0.0,0.0,0.0,3.5378040763589524e-06,7.887802873085548e-07,0.0,0.0,1.7080175425121524e-06,0.0,-0.012062007561326027,-0.012093530967831612,0.0,0.0,0.0,0.0,5.656370831275126e-06,2.010116531891981e-06,0.0,0.0,2.3857624910306185e-05,0.0,1,0,0,-0.012264518067240715,-0.012264518067240715,1.0123400356822105
155,adam,5e-05,-0.01213733822805807,-0.01214402838377282,0.0,0.0,0.0,0.0,3.0262748325071698e-06,1.8492726789887115e-06,0.0,0.0,1.8143316538044019e-06,0.0,-0.012141615152359009,-0.012172666378319263,0.0,0.0,0.0,0.0,3.974672381445998e-06,1.2059696246069507e-06,0.0,0.0,2.5869972887448967e-05,0.0,1,0,0,-0.012343896552920341,-0.012343896552920341,1.012420396890669
156,adam,5e-05,-0.01221620140131563,-0.012221722688991576,0.0,0.0,0.0,0.0,2.945221069694526e-06,7.861528468211532e-07,0.0,0.0,1.7900983877439103e-06,0.0,-0.012222782708704472,-0.01224939152598381,0.0,0.0,0.0,0.0,4.363274911156623e-06,8.654799330543028e-07,0.0,0.0,2.138077798008453e-05,0.0,1,0,0,-0.012423275038599968,-0.012423275038599968,1.012500764478332
157,adam,5e-05,-0.01229275850346312,-0.012298877350986004,0.0,0.0,0.0,0.0,2.8872870956320185e-06,1.373523447867342e-06,0.0,0.0,1.85801047791756e-06,0.0,-0.012302289716899395,-0.012328160926699638,0.0,0.0,0.0,0.0,4.428002284839749e-06,1.7504250990896253e-06,0.0,0.0,1.9692017303896137e-05,0.0,1,0,0,-0.012502653524279594,-0.012502653524279594,1.0125811384457055
158,adam,5e-05,-0.012370674347039312,-0.012376214901451021,0.0,0.0,0.0,0.0,2.820720212071137e-06,9.282012189970601e-07,0.0,0.0,1.791642961990192e-06,0.0,-0.01236629020422697,-0.012400593608617783,0.0,0.0,0.0,0.0,3.9331212065008e-06,5.787939585388813e-07,0.0,0.0,2.9791837732773274e-05,0.0,1,0,0,-0.012582032009959221,-0.012582032009959221,1.012661518793296
159,adam,5e-05,-0.012446241627912968,-0.012453407398425043,0.0,0.0,0.0,0.0,3.2117718973267984e-06,2.02734718968145e-06,0.0,0.0,1.9265808504087545e-06,0.0,-0.01244791503995657,-0.012479460798203945,0.0,0.0,0.0,0.0,4.470539352041669e-06,4.068878354246408e-07,0.0,0.0,2.6668840291677043e-05,0.0,1,0,0,-0.012661410495638847,-0.012661410495638847,1.01274190552161
160,adam,5e-05,-0.012524324411060661,-0.012530906707979739,0.0,0.0,0.0,0.0,3.101959308082769e-06,1.807447175039556e-06,0.0,0.0,1.6726237603847949e-06,0.0,-0.012528207153081894,-0.012560376897454262,0.0,0.0,0.0,0.0,4.5908336687716655e-06,3.350466784013406e-07,0.0,0.0,2.7244097509537823e-05,0.0,1,0,0,-0.012740783393383026,-0.012740783393383026,1.0128222929715684
161,adam,5e-05,-0.012602640257682651,-0.012608645600266755,0.0,0.0,0.0,0.0,3.1801912427908974e-06,1.1189699353764126e-06,0.0,0.0,1.7061195158873943e-06,0.0,-0.012600520625710487,-0.012637312524020672,0.0,0.0,0.0,0.0,4.021315817226423e-06,3.7636192473655683e-07,0.0,0.0,3.239406578359194e-05,0.0,1,0,0,-0.012820146977901459,-0.012820146977901459,1.0129026773689735
162,adam,5e-05,-0.012680121755693108,-0.012685761030297726,0.0,0.0,0.0,0.0,3.0958034216155284e-06,9.163989904692471e-07,0.0,0.0,1.6270056590883542e-06,0.0,-0.01267823576927185,-0.012713880278170109,0.0,0.0,0.0,0.0,4.777848516823724e-06,6.329462962639809e-07,0.0,0.0,3.0233182769734412e-05,0.0,1,0,0,-0.012899510562419891,-0.012899510562419891,1.0129830681462257
163,adam,5e-05,-0.012756300158798695,-0.012763234321027994,0.0,0.0,0.0,0.0,3.135958806410599e-06,1.9434667608564382e-06,0.0,0.0,1.8546298221622237e-06,0.0,-0.01276134978979826,-0.012791634537279606,0.0,0.0,0.0,0.0,5.422035883384524e-06,5.890582883694151e-07,0.0,0.0,2.4274424504255876e-05,0.0,1,0,0,-0.012978874146938324,-0.012978874146938324,1.0130634653038315
164,adam,5e-05,-0.012835156230721623,-0.01284043863415718,0.0,0.0,0.0,0.0,3.04117797611525e-06,5.156394315974921e-07,0.0,0.0,1.7255125825954565e-06,0.0,-0.012835288420319557,-0.012868618592619896,0.0,0.0,0.0,0.0,4.4833273022959474e-06,4.132148490043619e-07,0.0,0.0,2.843370384653099e-05,0.0,1,0,0,-0.013058237731456757,-0.013058237731456757,1.013143868842297
165,adam,5e-05,-0.012912784877698869,-0.012917835440021008,0.0,0.0,0.0,0.0,2.7806192335333435e-06,5.311815529651653e-07,0.0,0.0,1.7389164774783694e-06,0.0,-0.012920419685542583,-0.012946714647114277,0.0,0.0,0.0,0.0,4.858692591369618e-06,5.275882699606882e-07,0.0,0.0,2.0909330487484112e-05,0.0,1,0,0,-0.01313760131597519,-0.01313760131597519,1.0132242787621286
166,adam,5e-05,-0.01299055409617722,-0.012995276949368417,0.0,0.0,0.0,0.0,2.6546879112743227e-06,5.687045714353189e-07,0.0,0.0,1.4992609358444042e-06,0.0,-0.012990647926926613,-0.013023403473198414,0.0,0.0,0.0,0.0,4.947506113239797e-06,9.978120942832902e-07,0.0,0.0,2.6811005227500573e-05,0.0,1,0,0,-0.013216964900493622,-0.013216964900493622,1.0133046950638331
167,adam,5e-05,-0.013067411142401397,-0.013072439760435373,0.0,0.0,0.0,0.0,2.546402342318288e-06,9.622038348311435e-07,0.0,0.0,1.520136294175245e-06,0.0,-0.013066118583083153,-0.013101360760629177,0.0,0.0,0.0,0.0,3.921747520507779e-06,2.3564575712953229e-07,0.0,0.0,3.108513556071557e-05,0.0,1,0,0,-0.013296328485012054,-0.013296328485012054,1.0133851177479167
168,adam,5e-05,-0.013145315577276051,-0.013149765669368207,0.0,0.0,0.0,0.0,2.361098360381675e-06,4.789228240653642e-07,0.0,0.0,1.6099731077190427e-06,0.0,-0.013142316602170467,-0.01317714061588049,0.0,0.0,0.0,0.0,4.2144379222008865e-06,7.175464133979403e-07,0.0,0.0,2.9892999009462073e-05,0.0,1,0,0,-0.013375681824982166,-0.013375681824982166,1.0134655364323895
169,adam,5e-05,-0.013220076391007751,-0.013226744020357728,0.0,0.0,0.0,0.0,2.824792666444864e-06,2.1159810881243857e-06,0.0,0.0,1.7268339220777307e-06,0.0,-0.013219032436609268,-0.013254333287477493,0.0,0.0,0.0,0.0,4.256528882251587e-06,1.3094640962663107e-06,0.0,0.0,2.973524169647135e-05,0.0,1,0,0,-0.013455030508339405,-0.013455030508339405,1.0135459567789153
170,adam,5e-05,-0.013298237172421068,-0.01330401562154293,0.0,0.0,0.0,0.0,2.9504621608111847e-06,1.17797565302169e-06,0.0,0.0,1.6501575359484377e-06,0.0,-0.013301636092364788,-0.013332960195839405,0.0,0.0,0.0,0.0,4.247371180099435e-06,6.142953452581423e-07,0.0,0.0,2.6461566449142992e-05,0.0,1,0,0,-0.013534379191696644,-0.013534379191696644,1.0136263835069432
171,adam,5e-05,-0.013376262621022761,-0.013381061260588467,0.0,0.0,0.0,0.0,2.539446676053103e-06,5.369960831558274e-07,0.0,0.0,1.7220484593849505e-06,0.0,-0.013375207781791687,-0.013409211300313473,0.0,0.0,0.0,0.0,4.755655936605763e-06,5.474117870107875e-07,0.0,0.0,2.8700540497084148e-05,0.0,1,0,0,-0.013613727875053883,-0.013613727875053883,1.0137068166169791
172,adam,5e-05,-0.013452751212753356,-0.01345819456037134,0.0,0.0,0.0,0.0,2.957544900539233e-06,8.187611069132572e-07,0.0,0.0,1.6670227083181999e-06,0.0,-0.013457469642162323,-0.013487416319549084,0.0,0.0,0.0,0.0,4.95261201649555e-06,3.7354452615545597e-06,0.0,0.0,2.125840910593979e-05,0.0,1,0,0,-0.013693076558411121,-0.013693076558411121,1.0137872561095296
173,adam,5e-05,-0.013527066621463746,-0.013535509060602635,0.0,0.0,0.0,0.0,3.1050602018467544e-06,3.6033142833957754e-06,0.0,0.0,1.734008044707025e-06,0.0,-0.01353537105023861,-0.013564285822212696,0.0,0.0,0.0,0.0,3.9817332435632125e-06,2.3916740587992535e-07,0.0,0.0,2.4694152671145275e-05,0.0,1,0,0,-0.01377242524176836,-0.01377242524176836,1.0138677019851012
174,adam,5e-05,-0.01360753719927743,-0.013612767041195184,0.0,0.0,0.0,0.0,2.5648439248016075e-06,1.0146017750400915e-06,0.0,0.0,1.6504250659465924e-06,0.0,-0.013607208617031574,-0.013641607016324997,0.0,0.0,0.0,0.0,4.618687398760812e-06,2.00155159291171e-06,0.0,0.0,2.7778458388638683e-05,0.0,1,0,0,-0.013851773925125599,-0.013851773925125599,1.0139481542442004
175,adam,5e-05,-0.013684221252333373,-0.013689958490431309,0.0,0.0,0.0,0.0,2.8278013672888846e-06,1.3467648951603906e-06,0.0,0.0,1.5626355676090498e-06,0.0,-0.013685213401913643,-0.013718380592763424,0.0,0.0,0.0,0.0,3.8183479773579165e-06,2.484271135472227e-07,0.0,0.0,2.910021794377826e-05,0.0,1,0,0,-0.013931122608482838,-0.013931122608482838,1.0140286128873337
176,adam,5e-05,-0.01376240758690983,-0.013767104246653616,0.0,0.0,0.0,0.0,2.58502555539053e-06,5.425529696623244e-07,0.0,0.0,1.5689449170963599e-06,0.0,-0.01375778578221798,-0.013794204220175743,0.0,0.0,0.0,0.0,3.941577233490534e-06,3.1683754286859767e-07,0.0,0.0,3.216021286789328e-05,0.0,1,0,0,-0.01401046384125948,-0.01401046384125948,1.014109070359306
177,adam,5e-05,-0.01383927947608754,-0.013844209315720946,0.0,0.0,0.0,0.0,2.512756068995259e-06,7.859536044207971e-07,0.0,0.0,1.6311794155399184e-06,0.0,-0.01383819431066513,-0.013872388750314713,0.0,0.0,0.0,0.0,4.737688414024888e-06,1.677001137068146e-06,0.0,0.0,2.77790823020041e-05,0.0,1,0,0,-0.014089797623455524,-0.014089797623455524,1.0141895266588261
178,adam,5e-05,-0.013916250900365412,-0.013921196048613638,0.0,0.0,0.0,0.0,2.6335007135003252e-06,8.051904032413404e-07,0.0,0.0,1.5064330156633332e-06,0.0,-0.013917515054345131,-0.013951050117611885,0.0,0.0,0.0,0.0,4.26249152951641e-06,3.796153862367646e-07,0.0,0.0,2.8892633054056205e-05,0.0,1,0,0,-0.01416913140565157,-0.01416913140565157,1.014269989341502
179,adam,5e-05,-0.013993500208016485,-0.013998450769577175,0.0,0.0,0.0,0.0,2.5736499011941305e-06,6.129099023866047e-07,0.0,0.0,1.7639761651366825e-06,0.0,-0.013991665095090866,-0.014026366174221039,0.0,0.0,0.0,0.0,4.384768999443622e-06,3.548130393937754e-07,0.0,0.0,2.9961709515191615e-05,0.0,1,0,0,-0.014248465187847614,-0.014248465187847614,1.0143504584078398
180,adam,5e-05,-0.014069957542233169,-0.014075505954679102,0.0,0.0,0.0,0.0,2.9540221078150353e-06,9.628932406968715e-07,0.0,0.0,1.6316006608008138e-06,0.0,-0.01407356932759285,-0.014102635905146599,0.0,0.0,0.0,0.0,4.6757063500990625e-06,1.9896046978828963e-06,0.0,0.0,2.2401403839467093e-05,0.0,1,0,0,-0.01432779897004366,-0.01432779897004366,1.0144309338583464
181,adam,5e-05,-0.014144567307084799,-0.01415231975261122,0.0,0.0,0.0,0.0,3.203531328210829e-06,2.948922475098925e-06,0.0,0.0,1.599912295091599e-06,0.0,-0.014147692359983921,-0.014181368984282017,0.0,0.0,0.0,0.0,4.389823516248725e-06,1.8780872323986841e-06,0.0,0.0,2.7408321329858154e-05,0.0,1,0,0,-0.014407132752239704,-0.014407132752239704,1.014511415693528
182,adam,5e-05,-0.014224683109205216,-0.01422975561581552,0.0,0.0,0.0,0.0,2.706319193634954e-06,8.009337575387576e-07,0.0,0.0,1.56527178774013e-06,0.0,-0.014224953018128872,-0.014258054085075855,0.0,0.0,0.0,0.0,5.658254394802498e-06,1.8274563444720116e-06,0.0,0.0,2.5615539925638586e-05,0.0,1,0,0,-0.014486466534435749,-0.014486466534435749,1.0145919039138913
183,adam,5e-05,-0.014301252260338515,-0.014306577271781862,0.0,0.0,0.0,0.0,2.8584369999862247e-06,1.0049089205210748e-06,0.0,0.0,1.4616485302099136e-06,0.0,-0.014301394112408161,-0.014335421845316887,0.0,0.0,0.0,0.0,4.105625066586072e-06,1.3588307865575189e-06,0.0,0.0,2.856336323020514e-05,0.0,1,0,0,-0.014565800316631794,-0.014565800316631794,1.0146723985199428
184,adam,5e-05,-0.014378431253135204,-0.014383702946361154,0.0,0.0,0.0,0.0,2.553100124202956e-06,1.1631248355570278e-06,0.0,0.0,1.555528157837216e-06,0.0,-0.014377851970493793,-0.014410743489861488,0.0,0.0,0.0,0.0,4.651206381822703e-06,1.6106432667584158e-06,0.0,0.0,2.6630299544194713e-05,0.0,1,0,0,-0.014645134098827839,-0.014645134098827839,1.014752899512189
185,adam,5e-05,-0.01445501868147403,-0.014460716920439154,0.0,0.0,0.0,0.0,2.8179753144286224e-06,1.387160093457851e-06,0.0,0.0,1.4931166205656154e-06,0.0,-0.014460810460150242,-0.014490366913378239,0.0,0.0,0.0,0.0,4.271396392141469e-06,7.999294098226528e-07,0.0,0.0,2.4485592803102918e-05,0.0,1,0,0,-0.014724458567798138,-0.014724458567798138,1.0148333974397645
186,adam,5e-05,-0.014530457381624728,-0.014537795737851411,0.0,0.0,0.0,0.0,2.9731176311997842e-06,2.722228333418286e-06,0.0,0.0,1.6429702043296857e-06,0.0,-0.014535450376570225,-0.014566820114850998,0.0,0.0,0.0,0.0,3.854946044157259e-06,1.4680831554869656e-06,0.0,0.0,2.6047297069453634e-05,0.0,1,0,0,-0.014803777448832989,-0.014803777448832989,1.0149138960817752
187,adam,5e-05,-0.014607951161451638,-0.014614763902500272,0.0,0.0,0.0,0.0,2.7922406076186235e-06,2.365032322870775e-06,0.0,0.0,1.655475152517738e-06,0.0,-0.014615061692893505,-0.014642600901424885,0.0,0.0,0.0,0.0,4.127493411942851e-06,8.108304427878466e-07,0.0,0.0,2.2600019292440265e-05,0.0,1,0,0,-0.01488309632986784,-0.01488309632986784,1.0149944011091012
188,adam,5e-05,-0.01468543556984514,-0.014691379736177623,0.0,0.0,0.0,0.0,2.794646206893958e-06,1.5523353766866421e-06,0.0,0.0,1.5971342435250335e-06,0.0,-0.014683784916996956,-0.014717995189130306,0.0,0.0,0.0,0.0,3.9485207707912195e-06,9.852192306425422e-07,0.0,0.0,2.9276248824317008e-05,0.0,1,0,0,-0.014962415210902691,-0.014962415210902691,1.0150749125222491
189,adam,5e-05,-0.014763690473046154,-0.014768588880542666,0.0,0.0,0.0,0.0,2.571823941366347e-06,8.325822644650316e-07,0.0,0.0,1.4941163506421162e-06,0.0,-0.014768810011446476,-0.014798139221966267,0.0,0.0,0.0,0.0,4.257115961081581e-06,1.0586168173176702e-06,0.0,0.0,2.4013117581489496e-05,0.0,1,0,0,-0.015041734091937542,-0.015041734091937542,1.0151554303217256
190,adam,5e-05,-0.014840911200735718,-0.014845500700175762,0.0,0.0,0.0,0.0,2.5115880362136522e-06,5.94059804015501e-07,0.0,0.0,1.48387403697825e-06,0.0,-0.01484408974647522,-0.014874758198857307,0.0,0.0,0.0,0.0,4.430607077665627e-06,6.356264066198491e-07,0.0,0.0,2.5602539608371444e-05,0.0,1,0,0,-0.015121052972972393,-0.015121052972972393,1.0152359545080372
191,adam,5e-05,-0.0149170141085051,-0.014922454836778343,0.0,0.0,0.0,0.0,2.8655559205503778e-06,9.780900764866374e-07,0.0,0.0,1.597253131535581e-06,0.0,-0.014914168044924736,-0.014950995333492756,0.0,0.0,0.0,0.0,4.941960924043087e-06,8.282172530016396e-07,0.0,0.0,3.1057461455930024e-05,0.0,1,0,0,-0.015200371854007244,-0.015200371854007244,1.0153164850816905
192,adam,5e-05,-0.014993956952821463,-0.014999249251559377,0.0,0.0,0.0,0.0,2.6291058574656745e-06,1.131594251191359e-06,0.0,0.0,1.5315815815597489e-06,0.0,-0.014999342150986195,-0.015028303489089012,0.0,0.0,0.0,0.0,4.671847818826791e-06,1.4395108109965804e-06,0.0,0.0,2.284988295286894e-05,0.0,1,0,0,-0.015279690735042095,-0.015279690735042095,1.0153970220431918
