region_source,tau,moneyness,v,rho,kappa,gamma,bar_v,r,ref_price,ref_delta,ref_gamma,ref_vega,ref_theta,ref_rho
full_grid,1.069,0.9066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.11879699285250822,-0.5950372276490805,2.558730209456437,0.36292362111617904,-0.024208399808731407,-0.7037199340562246
full_grid,1.1355,0.9066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.12039044912966279,-0.5866910471390647,2.4820676629494685,0.3598130543151503,-0.02371768171684814,-0.7407135218373428
full_grid,1.202,0.9066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.12195178900050796,-0.5789684766420771,2.410423322305264,0.35629972001637145,-0.023242494425086774,-0.7775536158028351
full_grid,1.2685,0.9066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.12348204277077646,-0.5717936389553255,2.343379023295522,0.3524941217738917,-0.022782724410618863,-0.8142606473748419
full_grid,1.335,0.9066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.12498222657171354,-0.5651026297742625,2.2805460971108094,0.3484831994852183,-0.022338073656783423,-0.8508514955520059
full_grid,1.4015,0.9066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.12645333265817327,-0.5588412407340884,2.221567704617283,0.3443353705493142,-0.021908131650248883,-0.887340184712966
full_grid,1.468,0.9066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.12789632359469072,-0.5529631840713285,2.1661186930123737,0.3401044329601822,-0.021492422210081505,-0.9237384281934897
full_grid,1.5345,0.9066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.12931212898054356,-0.5474286941676232,2.1139041290350766,0.3358326058429317,-0.02109043418854845,-0.9600560555421753
full_grid,1.601,0.9066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.13070164384286653,-0.5422034155912236,2.064657184319504,0.33155291114878577,-0.020701641673617877,-0.9963013511068999
full_grid,1.6675,0.9066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.13206572812729622,-0.5372575112820654,2.0181367654850244,0.3272910485133191,-0.020325517266741755,-1.0324813243759114
full_grid,1.734,0.9066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.13340520690783209,-0.5325649415775271,1.9741251129192763,0.3230668776605102,-0.019961540742888844,-1.068601927328706
full_grid,1.8005,0.9066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.13472087106256858,-0.5281028770358467,1.9324254913671122,0.31889559510487686,-0.019609204604547008,-1.1046682303082465
full_grid,1.867,0.9066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.1360134782443594,-0.5238512169376504,1.8928600352276168,0.31478867142976213,-0.019268017533384574,-1.1406845651827031
full_grid,1.9335,0.9066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.13728375403048065,-0.5197921919152022,1.8552677758016471,0.31075460012058564,-0.018937506413606087,-1.1766546425329616
full_grid,2.0,0.9066666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.13853239317248078,-0.5159100340462961,1.8195028569826,0.3067994974093964,-0.01861721738409946,-1.2125816480822447
full_grid,0.005,0.92,0.04,-0.7,2.0,0.3,0.04,0.01,0.0798210635685247,-1.0120344273463755,3.942909729706429,0.007860447641595103,-0.04902092105005655,-0.0050544636836359425
full_grid,0.07150000000000001,0.92,0.04,-0.7,2.0,0.3,0.04,0.01,0.08003748105091057,-0.951113670280018,2.607582644909499,0.0573378134950282,-0.018147272410653344,-0.06828693712615976
full_grid,0.138,0.92,0.04,-0.7,2.0,0.3,0.04,0.01,0.08184498560777176,-0.8704946640764448,3.928523583497295,0.15590331231273868,-0.032837828389350475,-0.12181261056501799
full_grid,0.20450000000000002,0.92,0.04,-0.7,2.0,0.3,0.04,0.01,0.0841668677624402,-0.8096380721484109,4.1627009148543905,0.22963904588709783,-0.036115141792229064,-0.16953743135142094
full_grid,0.271,0.92,0.04,-0.7,2.0,0.3,0.04,0.01,0.08658324055930322,-0.7638620562795007,4.098517943847021,0.28184651763492985,-0.03629898860380315,-0.21391014606317638
full_grid,0.3375,0.92,0.04,-0.7,2.0,0.3,0.04,0.01,0.08897475366465446,-0.7281301430820415,3.945678730196331,0.3186546265447441,-0.035545894918361146,-0.25611338878879447
full_grid,0.404,0.92,0.04,-0.7,2.0,0.3,0.04,0.01,0.09130490900814847,-0.6993169594781197,3.7702772476366615,0.3444656660073986,-0.034512857465922864,-0.29680931073811906
full_grid,0.47050000000000003,0.92,0.04,-0.7,2.0,0.3,0.04,0.01,0.09356384396563233,-0.6754774932001273,3.5956920664511465,0.3623033655316641,-0.03342509904692687,-0.3364089762924373
full_grid,0.537,0.92,0.04,-0.7,2.0,0.3,0.04,0.01,0.09575106380825549,-0.6553462613102963,3.4304024609567603,0.37427776216166575,-0.03236357696446169,-0.3751855882027725
full_grid,0.6035,0.92,0.04,-0.7,2.0,0.3,0.04,0.01,0.0978694117168174,-0.638062904867216,3.2771270290188643,0.38189340658516,-0.031356110218422543,-0.4133294760114752
full_grid,0.67,0.92,0.04,-0.7,2.0,0.3,0.04,0.01,0.09992278865632909,-0.6230200830550379,3.1362351799491623,0.3862438784738782,-0.03040985060935491,-0.4509778475948645
full_grid,0.7365,0.92,0.04,-0.7,2.0,0.3,0.04,0.01,0.10191525917469801,-0.6097754230020476,3.0071389963502417,0.3881367514136427,-0.02952383173728937,-0.48823221949989215
full_grid,0.803,0.92,0.04,-0.7,2.0,0.3,0.04,0.01,0.10385070608714109,-0.5979981840395916,2.8888944653367745,0.388176143033783,-0.02869408043074549,-0.525169255429064
full_grid,0.8695,0.92,0.04,-0.7,2.0,0.3,0.04,0.01,0.10573271169990339,-0.5874355926317034,2.780468376762568,0.386818725713308,-0.027915752334806303,-0.5618478207928713
full_grid,0.936,0.92,0.04,-0.7,2.0,0.3,0.04,0.01,0.10756453367271657,-0.5778908154335864,2.6808558478613422,0.38441263443754714,-0.027184017082763995,-0.5983137425038324
full_grid,1.0025,0.92,0.04,-0.7,2.0,0.3,0.04,0.01,0.10934911928060675,-0.5692080916781119,2.589128705587528,0.38122504658379597,-0.02649440181287041,-0.634603115033531
full_grid,1.069,0.92,0.04,-0.7,2.0,0.3,0.04,0.01,0.11108913356067163,-0.5612624238326869,2.504451366877669,0.37746207458190895,-0.025842897652670754,-0.6707446523673297
full_grid,1.1355,0.92,0.04,-0.7,2.0,0.3,0.04,0.01,0.11278699066791564,-0.5539522594002837,2.426081585842308,0.37328333074328063,-0.02522596431634215,-0.7067613952085192
full_grid,1.202,0.92,0.04,-0.7,2.0,0.3,0.04,0.01,0.11444488395888652,-0.5471941882477518,2.353364500725838,0.3688127307040081,-0.024640493852980394,-0.7426719716504757
full_grid,1.2685,0.92,0.04,-0.7,2.0,0.3,0.04,0.01,0.11606481312544192,-0.5409190301778599,2.285724113800451,0.3641465980870286,-0.02408376114273677,-0.7784915420477885
full_grid,1.335,0.92,0.04,-0.7,2.0,0.3,0.04,0.01,0.11764860795874754,-0.5350689015112988,2.222654211801472,0.359359805013137,-0.02355337332297169,-0.8142325164611048
full_grid,1.4015,0.92,0.04,-0.7,2.0,0.3,0.04,0.01,0.11919794886502866,-0.52959498392426,2.1637096654545314,0.35451046497562844,-0.023047223150351705,-0.8499051057065998
full_grid,1.468,0.92,0.04,-0.7,2.0,0.3,0.04,0.01,0.12071438446273064,-0.5244558054146626,2.1084985055662617,0.34964354673993336,-0.022563447980143182,-0.8855177489521164
full_grid,1.5345,0.92,0.04,-0.7,2.0,0.3,0.04,0.01,0.12219934664597487,-0.5196159003418115,2.0566749014347634,0.3447936759716794,-0.02210039454594982,-0.9210774485767981
full_grid,1.601,0.92,0.04,-0.7,2.0,0.3,0.04,0.01,0.12365416348728675,-0.5150447538547975,2.0079330348604434,0.33998731989252673,-0.021656589095364998,-0.9565900345909544
full_grid,1.6675,0.92,0.04,-0.7,2.0,0.3,0.04,0.01,0.12508007031430257,-0.5107159623009196,1.9620018028652537,0.33524449955174945,-0.02123071222012682,-0.9920603750149402
full_grid,1.734,0.92,0.04,-0.7,2.0,0.3,0.04,0.01,0.12647821924955527,-0.5066065595022422,1.918640259354754,0.3305801378246447,-0.02082157769066528,-1.0274925444214653
full_grid,1.8005,0.92,0.04,-0.7,2.0,0.3,0.04,0.01,0.12784968745800074,-0.502696471725123,1.8776337018857117,0.3260051247042609,-0.020428114656378546,-1.0628899598219275
full_grid,1.867,0.92,0.04,-0.7,2.0,0.3,0.04,0.01,0.12919548430705052,-0.4989680734431394,1.8387903146229894,0.32152716192981257,-0.0200493526527803,-1.0982554908701387
full_grid,1.9335,0.92,0.04,-0.7,2.0,0.3,0.04,0.01,0.1305165576095303,-0.49540582273046563,1.8019382873091665,0.31715143449572125,-0.019684408940780267,-1.1335915497274334
full_grid,2.0,0.92,0.04,-0.7,2.0,0.3,0.04,0.01,0.13181379909105095,-0.491995960073802,1.7669233399491107,0.3128811457201734,-0.019332477781421505,-1.168900164717898
full_grid,0.005,0.9333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.06665209058812382,-0.9757456828787385,-1.1024998438768279,-0.0016146820935705741,0.016531092142886967,-0.004886740306374745
full_grid,0.07150000000000001,0.9333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.06762953969766505,-0.9068254025469265,4.066740973989894,0.09632777344693544,-0.03876909845387206,-0.06535099395168119
full_grid,0.138,0.9333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.07061307317053511,-0.8124636520140474,4.749703053626135,0.20324841602884813,-0.047499538159349396,-0.11438992247694343
full_grid,0.20450000000000002,0.9333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.07375605012995612,-0.7510009592855091,4.604911552686321,0.2739881152440131,-0.04651168330880216,-0.15842416201386986
full_grid,0.271,0.9333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.07677079268491227,-0.70747678334555,4.336280220009037,0.3214959413313845,-0.044099928848082504,-0.1997493458851457
full_grid,0.3375,0.9333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.07962146958884697,-0.6745942765370891,4.066512210033546,0.3537744154334226,-0.04166627484863329,-0.23936944309541913
full_grid,0.404,0.9333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.08231795479629178,-0.6486145111355577,3.820707836839878,0.37559867024767923,-0.03947658106367419,-0.27782736540321656
full_grid,0.47050000000000003,0.9333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.08487779803631934,-0.6274155007929165,3.6021261261365263,0.39001233252139,-0.03755360784076212,-0.31545406422428396
full_grid,0.537,0.9333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.08731780815570978,-0.609690820314738,3.408638327980379,0.3990606181924923,-0.035866143659242185,-0.3524667021213629
full_grid,0.6035,0.9333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.0896523572576412,-0.5945847333572085,3.2370133692990057,0.4041706125257726,-0.03437563582947064,-0.38901495841399036
full_grid,0.67,0.9333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.0918933671125508,-0.5815092633636478,3.0841129019604083,0.40636543462833186,-0.033047721524298405,-0.4252056819888099
full_grid,0.7365,0.9333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.09405068017774998,-0.5700448845331763,2.947195884205345,0.4063933955182355,-0.031854252091446225,-0.461117179579018
full_grid,0.803,0.9333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.09613246163335754,-0.5598830188786743,2.82395241426791,0.4048101244331993,-0.03077277124691334,-0.4968080265738569
full_grid,0.8695,0.9333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.09814554361121686,-0.5507909447373049,2.7124588323246797,0.40203296021355106,-0.02978546460686072,-0.5323227615224343
full_grid,0.936,0.9333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.10009569964214893,-0.5425894341195159,2.611116348384974,0.3983781389317572,-0.028878155525236315,-0.5676957045118601
full_grid,1.0025,0.9333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.10198785812118516,-0.5351379766158315,2.5185929730915704,0.3940868730208962,-0.028039481875262756,-0.6029535945533677
full_grid,1.069,0.9333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.10382626726414668,-0.528324712580206,2.433774054307826,0.3893440221286063,-0.027260256469669827,-0.6381174562703962
full_grid,1.1355,0.9333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.10561462279912925,-0.522059392576725,2.355721823092285,0.38429169099634486,-0.026532979979202412,-0.673203948441224
full_grid,1.202,0.9333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.10735616737507114,-0.5162683404172732,2.2836428470574637,0.37903927617223077,-0.025851472016624605,-0.7082263553542947
full_grid,1.2685,0.9333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.10905376854210547,-0.510890777535324,2.2168619885219893,0.3736709801386097,-0.025210591299625537,-0.7431953266123144
full_grid,1.335,0.9333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.1107099804419156,-0.5058760935687845,2.154801568217921,0.368251490257212,-0.02460602230815546,-0.7781194364766642
full_grid,1.4015,0.9333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.11232709303937505,-0.5011817879472726,2.0969646473327104,0.36283030943139544,-0.024034111514769033,-0.8130056116489117
full_grid,1.468,0.9333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.11390717175536336,-0.4967718958969427,2.0429215562065295,0.3574450842307284,-0.023491740691383628,-0.847859461768472
full_grid,1.5345,0.9333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.1154520896451342,-0.4926157697985203,1.9922989841459802,0.3521241796694334,-0.022976228102003563,-0.8826855370658981
full_grid,1.601,0.9333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.11696355374023293,-0.4886871250030105,1.944771095514013,0.346888682618089,-0.022485250813857313,-0.9174875308592783
full_grid,1.6675,0.9333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.11844312678365843,-0.484963285043035,1.9000522557071484,0.34175396830778626,-0.022016783122199138,-0.9522684398670591
full_grid,1.734,0.9333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.11989224530000209,-0.4814245789778604,1.8578910424687285,0.3367309303179142,-0.02156904736555396,-0.9870306919679734
full_grid,1.8005,0.9333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.12131223472739727,-0.47805385607682194,1.8180652887955993,0.33182694970736154,-0.021140474342461933,-1.021776248635243
full_grid,1.867,0.9333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.12270432217656768,-0.47483609190732,1.7803779582352117,0.3270466607913541,-0.02072967122526371,-1.056506687521889
full_grid,1.9335,0.9333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.12406964725994052,-0.4717580662791807,1.744653695444823,0.3223925575977153,-0.020335395371031614,-1.0912232693845052
full_grid,2.0,0.9333333333333333,0.04,-0.7,2.0,0.3,0.04,0.01,0.12540927134045532,-0.4688080981564906,1.7107359274456084,0.31786547495264267,-0.019956532804233252,-1.1259269925730264
full_grid,0.005,0.9466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.053367190540480336,-1.0198938404673692,-2.330139032584311,-0.005784865028207568,0.060913503300968244,-0.005094333464247933
full_grid,0.07150000000000001,0.9466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.05594526065255945,-0.842465027421234,5.569774667682523,0.14192701224829474,-0.06435007888958129,-0.06102373562604328
full_grid,0.138,0.9466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.06022254599159249,-0.7447344344497617,5.370238371507639,0.24739243084185114,-0.06225553607448788,-0.10560281786335687
full_grid,0.20450000000000002,0.9466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.06416126837797353,-0.6876230229292171,4.871904065167023,0.31209089950586666,-0.056264327571046144,-0.14624021246890592
full_grid,0.271,0.9466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.0677272282546959,-0.648830192137198,4.438967024924662,0.35418110929713653,-0.051168597324115994,-0.18480930188251332
full_grid,0.3375,0.9466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.07098958497345242,-0.6201501456762761,4.083990296643004,0.38204686403975585,-0.04709976557064312,-0.22209695647211064
full_grid,0.404,0.9466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.07400904850386614,-0.5977878864888684,3.791040877473933,0.40030511955979464,-0.04382437870592834,-0.25852562540951846
full_grid,0.47050000000000003,0.9466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.07683119418401696,-0.5797014541930885,3.545463114074883,0.41180944567415934,-0.041135935050743457,-0.2943519692375433
full_grid,0.537,0.9466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.07948978393726958,-0.5646738074168041,3.336367119183584,0.4184528309498352,-0.038884566418272155,-0.3297435907127212
full_grid,0.6035,0.9466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.08201016394817884,-0.5519249062626157,3.1558739081911353,0.4215488940258827,-0.03696453742782859,-0.364815191889309
full_grid,0.67,0.9466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.08441173218059761,-0.5409271187643561,2.9982264365661475,0.42203709520157573,-0.035300745259721204,-0.3996479010892722
full_grid,0.7365,0.9466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.08670963079770566,-0.5313084462655775,2.8591391676764433,0.4206036222563592,-0.033838974615312586,-0.43430051798779556
full_grid,0.803,0.9466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.0889159029880967,-0.5227978617389364,2.735358307682759,0.4177573621443038,-0.03253935993101166,-0.4688164633170685
full_grid,0.8695,0.9466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.09104029315195361,-0.5151925634898982,2.6243670232725886,0.4138799552082889,-0.031372045406697115,-0.5032282723725184
full_grid,0.936,0.9466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.09309080962828331,-0.5083374039157076,2.524185491883805,0.40925996107569784,-0.03031428008806554,-0.5375606046737033
full_grid,1.0025,0.9466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.09507412743571164,-0.5021114521814201,2.433232781876831,0.4041168241438956,-0.029348444799801685,-0.5718323179228744
full_grid,1.069,0.9466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.09699588150705407,-0.49641892563346746,2.350229548572993,0.39861805091525415,-0.02846068958218785,-0.6060579311531014
full_grid,1.1355,0.9466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.09886088370042223,-0.49118289776625446,2.274128156855869,0.3928917391606583,-0.027639976807030044,-0.6402486775666858
full_grid,1.202,0.9466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.1006732858666296,-0.48634082754155106,2.2040615894859914,0.3870358495634627,-0.026877398190727347,-0.6744132749990359
full_grid,1.2685,0.9466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.10243670412962202,-0.48184131650612283,2.1393054677083425,0.3811251501215449,-0.026165679743070033,-0.708558497977082
full_grid,1.335,0.9466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.10415431485744941,-0.47764171348657314,2.079249389422689,0.37521647076491,-0.02549881771541521,-0.742689607839025
full_grid,1.4015,0.9466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.10582892967942692,-0.4737063167389932,2.0233749996570514,0.36935271395365726,-0.024871807245351967,-0.7768106797002321
full_grid,1.468,0.9466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.10746305478985596,-0.47000500511499577,1.9712390007756566,0.3635659384409161,-0.024280437534637503,-0.8109248534065179
full_grid,1.5345,0.9466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.10905893832376568,-0.4665121824288947,1.9224598387354699,0.3578797453226548,-0.02372113542555655,-0.845034527784976
full_grid,1.601,0.9466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.11061860857498229,-0.46320595389755814,1.8767071607001236,0.35231113408253334,-0.02319084462904944,-0.879141512135071
full_grid,1.6675,0.9466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.11214390510879191,-0.46006747686231586,1.833693387005363,0.3468719528253081,-0.022686931526017626,-0.9132471451611994
full_grid,1.734,0.9466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.11363650430700212,-0.4570804439976357,1.7931669139953224,0.3415700356230263,-0.022207110994503478,-0.9473523888993411
full_grid,1.8005,0.9466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.11509794051008948,-0.45423066835954806,1.7549065875688723,0.33641009714432735,-0.02174938748504926,-0.981457903289443
full_grid,1.867,0.9466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.11652962364740038,-0.45150574751642125,1.7187171760904083,0.33139443799182666,-0.021312007818985845,-1.015564105663488
full_grid,1.9335,0.9466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.11793285404338594,-0.44889478966681584,1.6844256360809386,0.3265235017231526,-0.020893423081236852,-1.0496712184032333
full_grid,2.0,0.9466666666666667,0.04,-0.7,2.0,0.3,0.04,0.01,0.11930883493580391,-0.4463881887651704,1.6518780118747571,0.32179631519008844,-0.02049225762856128,-1.0837793072669972
full_grid,0.005,0.96,0.04,-0.7,2.0,0.3,0.04,0.01,0.0398129518922008,-0.9974725881890281,4.239123844865575,0.009616259291034896,-0.06594505727604509,-0.0049869331827683385
full_grid,0.07150000000000001,0.96,0.04,-0.7,2.0,0.3,0.04,0.01,0.045247413361952704,-0.759417900362104,6.823211828227215,0.1866580439337686,-0.09137550236106724,-0.0553616347362345
full_grid,0.138,0.96,0.04,-0.7,2.0,0.3,0.04,0.01,0.0507829131160239,-0.6703982227284948,5.735632980992168,0.2838057706551349,-0.07571977838849933,-0.09582239855708238
full_grid,0.20450000000000002,0.96,0.04,-0.7,2.0,0.3,0.04,0.01,0.05542999582595409,-0.6218642692470686,4.963844539269383,0.34155234654300304,-0.06476348885798276,-0.13341982748499223
full_grid,0.271,0.96,0.04,-0.7,2.0,0.3,0.04,0.01,0.05947099932180977,-0.5896480446410113,4.419562918141688,0.37862565906132684,-0.05719958168022665,-0.16951947611001572
full_grid,0.3375,0.96,0.04,-0.7,2.0,0.3,0.04,0.01,0.06308243186551243,-0.5660810267168825,4.013100726313397,0.40279602042638707,-0.05168060935630657,-0.20470057341088038
full_grid,0.404,0.96,0.04,-0.7,2.0,0.3,0.04,0.01,0.06637312482726687,-0.5478140894968107,3.6952509848241437,0.41824360932052373,-0.04746206558247279,-0.2392789589006587
full_grid,0.47050000000000003,0.96,0.04,-0.7,2.0,0.3,0.04,0.01,0.06941414139292279,-0.5330958689063565,3.437937282902613,0.4275452069772538,-0.04411744628836942,-0.27344809559299316
full_grid,0.537,0.96,0.04,-0.7,2.0,0.3,0.04,0.01,0.07225429897699132,-0.5208988634512424,3.224069822545598,0.432417015184246,-0.04138725325271244,-0.30733434063702825
full_grid,0.6035,0.96,0.04,-0.7,2.0,0.3,0.04,0.01,0.07492853972433988,-0.5105706863995723,3.0426331509790208,0.4340567847063281,-0.03910516331503976,-0.3410236065960952
full_grid,0.67,0.96,0.04,-0.7,2.0,0.3,0.04,0.01,0.07746272816427047,-0.5016727373434233,2.8861801288351963,0.4333258357882089,-0.037159930299746895,-0.3745759325293516
full_grid,0.7365,0.96,0.04,-0.7,2.0,0.3,0.04,0.01,0.07987655310875552,-0.49389713088328113,2.7494729342510755,0.4308561651738959,-0.035474482357180606,-0.4080341087843137
full_grid,0.803,0.96,0.04,-0.7,2.0,0.3,0.04,0.01,0.0821853631060877,-0.4870203179043062,2.628704210919783,0.42711806921027173,-0.033993821970479766,-0.4414290692402606
full_grid,0.8695,0.96,0.04,-0.7,2.0,0.3,0.04,0.01,0.08440137132071346,-0.4808755134333582,2.5210287345484943,0.42246501855221996,-0.032677698984593814,-0.4747834009364539
full_grid,0.936,0.96,0.04,-0.7,2.0,0.3,0.04,0.01,0.08653447166522987,-0.4753354650901773,2.4242698473100512,0.41716453272569304,-0.03149600263570414,-0.508113700990085
full_grid,1.0025,0.96,0.04,-0.7,2.0,0.3,0.04,0.01,0.08859280667054337,-0.4703012379165181,2.3367286823141953,0.41142000521995126,-0.030425768658274177,-0.5414322000580762
full_grid,1.069,0.96,0.04,-0.7,2.0,0.3,0.04,0.01,0.09058317195612153,-0.46569466560948847,2.2570562230822198,0.4053864580632231,-0.029449180575431208,-0.5747479044561759
full_grid,1.1355,0.96,0.04,-0.7,2.0,0.3,0.04,0.01,0.09251131030317494,-0.46145312390212734,2.184165101972992,0.3991821055199305,-0.028552202081922294,-0.6080674141524847
full_grid,1.202,0.96,0.04,-0.7,2.0,0.3,0.04,0.01,0.09438212940694779,-0.4575258233760544,2.1171672985128263,0.39289695771765126,-0.02772362092903162,-0.6413955176572479
full_grid,1.2685,0.96,0.04,-0.7,2.0,0.3,0.04,0.01,0.09619986577889972,-0.4538711245684157,2.055329175615995,0.3865992942840035,-0.02695436755709299,-0.6747356303949685
full_grid,1.335,0.96,0.04,-0.7,2.0,0.3,0.04,0.01,0.09796820995347355,-0.45045455769402665,1.998038402541742,0.38034058139855703,-0.026237021081406405,-0.7080901214285527
full_grid,1.4015,0.96,0.04,-0.7,2.0,0.3,0.04,0.01,0.09969040342764968,-0.4472473383892914,1.9447792034898637,0.37415923631669085,-0.02556544548349812,-0.7414605593663384
full_grid,1.468,0.96,0.04,-0.7,2.0,0.3,0.04,0.01,0.10136931464039411,-0.4442252392111574,1.8951135507984462,0.3680835289184823,-0.024934517859218963,-0.7748478990075975
full_grid,1.5345,0.96,0.04,-0.7,2.0,0.3,0.04,0.01,0.10300749919711083,-0.44136772056267204,1.8486666769144775,0.36213383079983996,-0.024339922778450835,-0.8082526240332502
full_grid,1.601,0.96,0.04,-0.7,2.0,0.3,0.04,0.01,0.10460724810299626,-0.4386572536379001,1.8051157736060723,0.35632436689551283,-0.0237779948082895,-0.8416748567642047
full_grid,1.6675,0.96,0.04,-0.7,2.0,0.3,0.04,0.01,0.10617062676477107,-0.4360787874154517,1.7641810771159925,0.35066458500769154,-0.023245596588891804,-0.8751144430249107
full_grid,1.734,0.96,0.04,-0.7,2.0,0.3,0.04,0.01,0.1076995068096901,-0.43361932503827805,1.7256187627535091,0.345160229965197,-0.02274002347341059,-0.9085710180397211
full_grid,1.8005,0.96,0.04,-0.7,2.0,0.3,0.04,0.01,0.10919559226102027,-0.431267584185111,1.689215228101871,0.3398141881701376,-0.02225892823984621,-0.9420440577782481
full_grid,1.867,0.96,0.04,-0.7,2.0,0.3,0.04,0.01,0.11066044123886909,-0.42901372259242665,1.6547824535495224,0.33462715277640676,-0.02180026112780338,-0.9755329190698268
full_grid,1.9335,0.96,0.04,-0.7,2.0,0.3,0.04,0.01,0.11209548408298309,-0.42684911458561303,1.6221542070444244,0.3295981481564906,-0.02136222168936204,-1.009036871003679
full_grid,2.0,0.96,0.04,-0.7,2.0,0.3,0.04,0.01,0.11350203859174879,-0.4247661678920156,1.5911829165441698,0.32472494358097537,-0.02094321982981936,-1.042555119536167
full_grid,0.005,0.9733333333333334,0.04,-0.7,2.0,0.3,0.04,0.01,0.02682276211295298,-0.9571231457320977,2.280623665748635,0.005179711724629055,-0.03129451344228655,-0.004792113119794305
full_grid,0.07150000000000001,0.9733333333333334,0.04,-0.7,2.0,0.3,0.04,0.01,0.03575539154082785,-0.6626591695740327,7.598405943180062,0.22261167742550625,-0.11547538211213866,-0.048673170969724774
full_grid,0.138,0.9733333333333334,0.04,-0.7,2.0,0.3,0.04,0.01,0.04235900987418095,-0.5929630509955537,5.837007163982483,0.3094192477306774,-0.0867350128239204,-0.08549234037235962
